Date,Bullish,Neutral,Bearish
9/19/96,0.076923077,-0.108695652,0.107142857
9/26/96,0.214285714,-0.048780488,-0.129032258
10/3/96,0.176470588,-0.205128205,0.074074074
10/10/96,-0.05,0.161290323,-0.103448276
10/17/96,0.026315789,0,-0.038461538
10/24/96,0.076923077,-0.083333333,0
10/31/96,-0.119047619,-0.121212121,0.36
11/7/96,-0.297297297,0.551724138,-0.147058824
11/14/96,0.423076923,-0.244444444,0
11/21/96,0.162162162,-0.117647059,-0.068965517
11/27/96,0.209302326,-0.1,-0.222222222
12/5/96,-0.211538462,-0.037037037,0.571428571
12/12/96,-0.024390244,0.076923077,-0.03030303
12/19/96,-0.175,0,0.21875
12/26/96,0.121212121,0.178571429,-0.230769231
1/2/97,0.162162162,0,-0.2
1/9/97,-0.162790698,0.181818182,0.041666667
1/16/97,0.166666667,-0.179487179,0.04
1/23/97,-0.119047619,0.28125,-0.153846154
1/30/97,0.378378378,-0.195121951,-0.272727273
2/6/97,-0.078431373,-0.121212121,0.5
2/13/97,-0.042553191,0.275862069,-0.25
2/20/97,-0.022222222,-0.027027027,0.111111111
2/27/97,0.431818182,-0.388888889,-0.25
3/6/97,-0.317460317,0.681818182,0.333333333
3/13/97,-0.209302326,-0.027027027,0.5
3/20/97,0.058823529,0.166666667,-0.266666667
3/27/97,-0.25,-0.047619048,0.5
4/3/97,0.074074074,0,-0.060606061
4/10/97,-0.103448276,-0.075,0.193548387
4/17/97,0.192307692,0.108108108,-0.243243243
4/24/97,-0.096774194,-0.024390244,0.142857143
5/1/97,-0.035714286,0.1,-0.09375
5/8/97,0.111111111,0,-0.103448276
5/15/97,0.366666667,-0.181818182,-0.115384615
5/22/97,-0.024390244,-0.027777778,0.086956522
5/29/97,0,0.142857143,-0.2
6/5/97,0.3,-0.175,-0.25
6/12/97,-0.057692308,0.060606061,0.066666667
6/19/97,0.204081633,-0.257142857,-0.0625
6/26/97,-0.118644068,-0.038461538,0.533333333
7/3/97,-0.134615385,0.2,0.086956522
7/10/97,0.088888889,0.1,-0.28
7/17/97,0.102040816,-0.090909091,-0.111111111
7/24/97,-0.018518519,-0.166666667,0.375
7/31/97,-0.094339623,0.04,0.181818182
8/7/97,0.020833333,0.076923077,-0.115384615
8/14/97,0,0.071428571,-0.086956522
8/21/97,-0.040816327,0.1,-0.047619048
8/28/97,0.063829787,-0.151515152,0.1
9/4/97,-0.26,0.357142857,0.136363636
9/11/97,0.135135135,-0.052631579,-0.12
9/18/97,-0.047619048,0.222222222,-0.272727273
9/25/97,-0.025,-0.045454545,0.1875
10/2/97,-0.025641026,0.023809524,0
10/9/97,0.131578947,0,-0.263157895
10/16/97,0,-0.162790698,0.5
10/23/97,-0.069767442,0.277777778,-0.333333333
10/30/97,0.025,-0.217391304,0.642857143
11/6/97,-0.073170732,0.027777778,0.086956522
11/13/97,0.184210526,0.027027027,-0.32
11/20/97,-0.111111111,0,0.294117647
11/26/97,0,0.052631579,-0.090909091
12/4/97,0.225,-0.175,-0.1
12/11/97,-0.06122449,0.121212121,-0.055555556
12/18/97,-0.130434783,0.108108108,0.117647059
12/24/97,0.025,-0.12195122,0.210526316
12/31/97,-0.170731707,-0.027777778,0.347826087
1/8/98,0.235294118,0.142857143,-0.419354839
1/16/98,-0.095238095,0.125,-0.055555556
1/23/98,-0.184210526,-0.133333333,0.764705882
1/30/98,0.225806452,0.076923077,-0.333333333
2/5/98,-0.210526316,0.071428571,0.25
2/12/98,0.5,-0.2,-0.24
2/19/98,-0.066666667,0.194444444,-0.210526316
2/26/98,0.261904762,-0.23255814,-0.066666667
3/5/98,0,0.03030303,-0.071428571
3/12/98,-0.169811321,0.058823529,0.538461538
3/19/98,-0.090909091,0.055555556,0.1
3/26/98,0.125,-0.078947368,-0.090909091
4/2/98,0.022222222,-0.085714286,0.1
4/9/98,-0.108695652,0.125,0.045454545
4/16/98,0.292682927,-0.111111111,-0.347826087
4/23/98,-0.245283019,0.1875,0.466666667
4/30/98,0.1,-0.184210526,0.136363636
5/7/98,-0.022727273,0.096774194,-0.08
5/14/98,-0.23255814,0.205882353,0.130434783
5/21/98,0.151515152,-0.048780488,-0.115384615
5/28/98,-0.105263158,0.025641026,0.130434783
6/4/98,-0.264705882,0.1,0.192307692
6/11/98,0.08,0.113636364,-0.225806452
6/18/98,0.074074074,-0.224489796,0.375
6/25/98,-0.034482759,0.157894737,-0.151515152
7/2/98,0.178571429,0.090909091,-0.321428571
7/9/98,0.090909091,-0.083333333,0.052631579
7/16/98,-0.027777778,0,0.05
7/23/98,0.057142857,-0.113636364,0.142857143
7/30/98,0.189189189,-0.076923077,-0.166666667
8/6/98,-0.318181818,0.222222222,0.3
8/13/98,-0.1,-0.136363636,0.346153846
8/20/98,-0.074074074,0.105263158,-0.057142857
8/27/98,-0.08,-0.238095238,0.363636364
9/3/98,0,0.15625,-0.111111111
9/10/98,0.260869565,-0.162162162,0
